year,country,school_id,student_id,mother_educ,father_educ,gender,computer,internet,math,read,science,stu_wgt,desk,room,dishwasher,television,computer_n,car,book,wealth,escs
2018,USA,84000028,84002276,ISCED 3A,ISCED 3A,male,yes,yes,361.983,355.926,412.227,639.14645,yes,yes,NA,3+,3+,2,101-200,-0.0601,0.1047
2018,USA,84000028,84002309,ISCED 3A,ISCED 3A,female,yes,yes,517.322,571.305,609.082,680.32396,yes,yes,NA,3+,1,2,11-25,-0.4117,0.5368
2018,USA,84000028,84002371,ISCED 3A,ISCED 3A,male,yes,yes,523.628,627.185,626.867,681.51148,no,yes,NA,3+,2,3+,26-100,0.3627,-0.339
2018,USA,84000028,84002387,NA,ISCED 3A,female,yes,yes,477.701,505.112,496.403,680.32396,yes,yes,NA,3+,2,1,0-10,0.1337,-0.3281
2018,USA,84000028,84002628,ISCED 3A,ISCED 3A,female,yes,yes,364.339,422.156,398.869,680.32396,yes,yes,NA,3+,1,NA,11-25,0.4477,-0.7737
2018,USA,84000028,84003042,ISCED 3A,ISCED 3A,male,yes,yes,465.102,422.012,444.886,681.51148,yes,yes,NA,3+,1,1,0-10,-1.0351,-1.2808
2018,USA,84000028,84003557,ISCED 3A,ISCED 1,female,yes,yes,339.311,353.559,374.332,740.46639,no,yes,NA,0,3+,2,26-100,-0.109,0.3959
2018,USA,84000028,84003669,ISCED 3A,ISCED 1,male,no,no,501.071,589.388,609.487,639.14645,no,yes,NA,3+,0,3+,0-10,-1.3228,-1.9662
2018,USA,84000028,84003975,ISCED 3A,ISCED 3A,male,yes,yes,592.733,592.731,604.555,639.14645,yes,yes,NA,1,3+,3+,201-500,0.8976,1.1235
2018,USA,84000028,84004087,ISCED 3A,ISCED 3A,male,yes,yes,553.435,614.773,579.699,639.14645,yes,yes,NA,2,3+,3+,26-100,0.8286,0.8666
2018,USA,84000028,84004128,ISCED 3A,ISCED 3A,male,yes,yes,517.033,604.445,656.597,639.14645,yes,yes,NA,3+,3+,3+,101-200,1.2555,1.0281
2018,USA,84000028,84004515,ISCED 3A,ISCED 3A,male,yes,yes,645.894,593.575,584.609,639.14645,yes,yes,NA,3+,2,3+,more than 500,1.6754,1.052
2018,USA,84000028,84004834,ISCED 3A,ISCED 3A,male,yes,yes,449.864,404.809,442.832,639.14645,yes,yes,NA,3+,3+,2,26-100,0.7438,0.7164
2018,USA,84000028,84005432,ISCED 3A,ISCED 3A,male,yes,yes,638.274,634.566,660.639,639.14645,no,yes,NA,3+,3+,3+,11-25,1.6687,0.3957
2018,USA,84000028,84005525,ISCED 3A,ISCED 3A,female,yes,yes,302.793,295.759,405.612,680.32396,yes,yes,NA,2,2,3+,11-25,0.6747,0.0835
2018,USA,84000028,84006258,ISCED 3A,ISCED 3A,male,yes,yes,438.232,511.144,496.154,639.14645,yes,yes,NA,3+,2,3+,26-100,2.0774,0.4726
2018,USA,84000028,84007259,ISCED 3A,ISCED 2,male,no,yes,377.604,391.636,366.178,681.51148,no,yes,NA,3+,0,1,0-10,-0.5307,-0.6774
2018,USA,84000028,84007268,ISCED 3A,ISCED 3A,male,yes,yes,515.431,477.46,455.947,639.14645,yes,yes,NA,3+,3+,3+,101-200,0.6828,-0.1907
2018,USA,84000028,84007296,ISCED 3A,ISCED 3A,female,yes,yes,558.944,651.86,650.53,740.46639,yes,yes,NA,3+,3+,2,101-200,0.8621,0.5328
2018,USA,84000028,84007648,ISCED 3A,ISCED 3A,female,yes,yes,417.083,455.481,412.04,680.32396,yes,yes,NA,3+,2,3+,26-100,1.1608,-0.5054
2018,USA,84000028,84008019,ISCED 3A,ISCED 3A,female,yes,yes,603.327,632.712,562.052,680.32396,yes,yes,NA,3+,3+,3+,101-200,2.8136,0.9786
2018,USA,84000028,84008242,ISCED 3A,ISCED 3A,female,yes,yes,489.037,510.83,551.99,680.32396,yes,no,NA,3+,1,NA,11-25,-0.2049,-0.4898
2018,USA,84000028,84008367,ISCED 3A,less than ISCED1,female,yes,yes,343.798,403.457,414.715,680.32396,yes,yes,NA,3+,1,2,11-25,0.256,-0.6256
2018,USA,84000029,84000402,ISCED 3A,ISCED 3A,male,yes,yes,440.601,415.602,421.564,736.7911,yes,yes,NA,3+,3+,3+,201-500,2.8136,0.9788
2018,USA,84000029,84000474,ISCED 3A,ISCED 3A,male,yes,yes,381.564,412.161,391.685,736.7911,yes,yes,NA,3+,1,2,26-100,0.835,1.0882
2018,USA,84000029,84000541,ISCED 3A,ISCED 3A,male,yes,yes,421.432,433.344,451.215,736.7911,yes,yes,NA,3+,2,3+,101-200,1.131,1.0339
2018,USA,84000029,84000605,ISCED 3A,ISCED 3A,male,yes,yes,398.318,344.587,407.097,736.7911,yes,yes,NA,NA,2,3+,0-10,0.2905,0.4374
2018,USA,84000029,84000821,ISCED 3A,ISCED 3A,male,yes,yes,413.857,453.317,476.308,736.7911,yes,yes,NA,3+,3+,3+,26-100,2.524,1.2568
2018,USA,84000029,84001183,ISCED 3A,ISCED 3A,male,yes,yes,520.409,486.289,474.369,736.7911,yes,yes,NA,3+,3+,2,26-100,1.918,1.0716
2018,USA,84000029,84001524,ISCED 3A,ISCED 3A,male,yes,yes,454.342,583.489,492.975,687.404,no,no,NA,3+,2,2,26-100,-0.1787,0.3597
2018,USA,84000029,84001560,ISCED 3A,NA,male,yes,yes,357.025,409.734,485.044,687.404,no,yes,NA,3+,3+,1,0-10,-0.0116,0.4712
2018,USA,84000029,84002088,ISCED 3A,ISCED 3A,male,yes,yes,492.106,487.376,492.156,736.7911,yes,yes,NA,3+,2,3+,11-25,0.6995,0.6126
2018,USA,84000029,84002646,ISCED 3A,ISCED 3A,male,no,NA,426.688,426.919,442.355,736.7911,yes,yes,NA,3+,2,2,26-100,0.249,1.0175
2018,USA,84000029,84002918,ISCED 3A,ISCED 3A,male,yes,yes,676.2,673.668,685.206,736.7911,yes,no,NA,3+,2,3+,26-100,0.6708,0.7849
2018,USA,84000029,84003007,ISCED 3A,ISCED 3A,male,yes,yes,497.735,508.055,554.858,736.7911,yes,yes,NA,2,1,NA,11-25,-0.1148,-0.2388
2018,USA,84000029,84003684,ISCED 3A,ISCED 3A,male,yes,yes,474.432,500.026,456.27,736.7911,yes,no,NA,3+,1,2,101-200,0.1916,0.5969
2018,USA,84000029,84003720,ISCED 3A,ISCED 3A,male,yes,yes,490.465,530.585,573.798,736.7911,yes,yes,NA,2,1,2,0-10,-0.7187,-1.0299
2018,USA,84000029,84003745,ISCED 3A,ISCED 3A,male,yes,yes,405.438,343.659,418.222,736.7911,yes,yes,NA,2,1,1,0-10,-0.7672,0.1409
2018,USA,84000029,84004020,ISCED 3A,ISCED 3A,male,yes,yes,598.246,563.467,617.337,736.7911,yes,yes,NA,3+,3+,2,0-10,1.6916,0.6507
2018,USA,84000029,84004024,ISCED 3A,ISCED 3A,male,yes,yes,589.829,591.815,671.947,736.7911,yes,yes,NA,3+,3+,3+,26-100,1.4184,1.3632
2018,USA,84000029,84004458,ISCED 3A,ISCED 3A,male,yes,yes,580.444,564.75,631.472,736.7911,yes,yes,NA,3+,2,3+,26-100,0.5674,0.5915
2018,USA,84000029,84004570,ISCED 3A,ISCED 3A,male,yes,yes,466.462,503.047,521.446,736.7911,yes,yes,NA,3+,3+,3+,26-100,2.2657,0.7885
2018,USA,84000029,84004582,ISCED 3A,ISCED 3A,male,yes,yes,578.991,539.235,474.593,736.7911,yes,yes,NA,3+,3+,3+,NA,1.6011,0.6562
2018,USA,84000029,84004645,NA,NA,male,NA,NA,579.964,509.188,526.124,736.7911,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,USA,84000029,84004727,ISCED 3A,ISCED 3A,male,yes,yes,623.01,505.729,550.8,736.7911,no,yes,NA,3+,1,3+,11-25,0.0636,0.6145
2018,USA,84000029,84005286,ISCED 3A,ISCED 3A,male,yes,yes,454.432,418.492,436.328,687.404,yes,yes,NA,3+,1,3+,11-25,0.1651,-0.6863
2018,USA,84000029,84005882,ISCED 3A,ISCED 3A,male,yes,yes,389.813,441.475,448.163,736.7911,no,no,NA,3+,2,2,26-100,0.4654,0.2568
2018,USA,84000029,84006086,ISCED 3A,ISCED 3A,male,yes,yes,581.329,562.18,588.259,736.7911,yes,yes,NA,3+,2,2,101-200,0.3202,0.9807
2018,USA,84000029,84006373,ISCED 3A,ISCED 3A,male,no,yes,342.653,382.569,367.906,736.7911,no,yes,NA,3+,1,NA,26-100,-0.1763,-0.3645
2018,USA,84000029,84006620,ISCED 3A,ISCED 3A,male,yes,yes,498.388,554.974,537.445,687.404,yes,yes,NA,3+,1,3+,0-10,0.918,-0.2811
2018,USA,84000029,84006637,ISCED 3A,ISCED 3A,male,yes,yes,429.451,423.503,473.76,736.7911,yes,yes,NA,3+,3+,2,26-100,1.0415,0.8155
2018,USA,84000029,84006873,ISCED 3A,ISCED 3A,male,yes,yes,338.144,322.807,300.518,736.7911,no,yes,NA,NA,2,2,0-10,0.2011,-0.2381
2018,USA,84000029,84007244,ISCED 3A,ISCED 3A,male,yes,yes,573.576,560.713,564.238,736.7911,yes,yes,NA,3+,2,3+,26-100,0.7242,-0.0672
2018,USA,84000029,84008517,ISCED 2,ISCED 2,male,yes,yes,416.401,460.213,386.348,736.7911,yes,yes,NA,3+,2,3+,0-10,-0.048,-1.7549
2018,USA,84000030,84000422,ISCED 3A,ISCED 3A,male,yes,yes,167.05,288.23,203.875,1214.36261,yes,no,NA,3+,1,3+,26-100,-0.2836,-0.2265
2018,USA,84000030,84001079,ISCED 2,ISCED 2,female,yes,yes,297.397,463.768,413.785,1102.8932,yes,yes,NA,3+,3+,NA,11-25,0.7751,-1.3237
2018,USA,84000030,84001861,ISCED 3A,ISCED 3A,female,yes,yes,516.644,617.26,626.317,1102.8932,yes,yes,NA,2,3+,2,26-100,0.1173,0.5099
2018,USA,84000030,84002846,ISCED 2,ISCED 3A,female,yes,yes,484.734,494.389,525.372,909.11212,no,yes,NA,3+,2,3+,101-200,-0.048,-0.7636
2018,USA,84000030,84003539,ISCED 3A,ISCED 2,male,yes,yes,444.038,432.102,447.982,1214.36261,yes,yes,NA,3+,3+,3+,26-100,1.9147,0.8626
2018,USA,84000030,84003572,ISCED 3A,ISCED 3A,male,yes,yes,541.144,645.303,604.923,1214.36261,yes,yes,NA,3+,3+,3+,101-200,2.5223,1.6318
2018,USA,84000030,84003771,ISCED 1,less than ISCED1,male,yes,yes,433.247,610.569,440.476,1214.36261,yes,no,NA,2,1,NA,11-25,-0.883,-2.2543
2018,USA,84000030,84004147,ISCED 1,ISCED 3A,female,yes,yes,387.045,426.283,348.33,909.11212,no,yes,NA,3+,2,2,101-200,0.5634,-0.0714
2018,USA,84000030,84004828,ISCED 2,ISCED 2,male,yes,yes,463.059,445.9,460.888,946.08196,yes,yes,NA,3+,1,3+,26-100,-0.2159,-1.6505
2018,USA,84000030,84004924,ISCED 3A,ISCED 3A,male,yes,yes,614.343,713.682,574.181,946.08196,yes,yes,NA,2,3+,2,more than 500,0.2702,0.8697
2018,USA,84000030,84004938,ISCED 3A,ISCED 3A,male,yes,yes,542.279,607.48,578.803,1214.36261,yes,yes,NA,2,2,3+,11-25,1.0697,0.8423
2018,USA,84000030,84005341,ISCED 3A,ISCED 3A,female,yes,yes,560.805,663.267,654.822,909.11212,yes,yes,NA,3+,3+,3+,11-25,0.4477,0.8129
2018,USA,84000030,84005556,ISCED 3A,ISCED 3A,female,yes,yes,504.984,586.739,590.26,1102.8932,yes,yes,NA,NA,3+,3+,11-25,0.5392,0.5822
2018,USA,84000030,84005570,ISCED 3A,ISCED 3A,male,yes,yes,549.959,559.836,596.162,946.08196,no,no,NA,3+,2,1,0-10,-1.1479,-1.6778
2018,USA,84000030,84005966,ISCED 3A,ISCED 3A,male,yes,yes,585.672,540.326,579.546,1214.36261,yes,yes,NA,2,3+,3+,201-500,1.0857,1.3018
2018,USA,84000030,84006381,ISCED 3A,ISCED 3A,male,yes,yes,512.371,509.733,477.775,1214.36261,yes,yes,NA,3+,2,3+,11-25,0.1061,0.7944
2018,USA,84000030,84006934,ISCED 3A,ISCED 3A,female,yes,yes,425.405,445.445,461.57,1102.8932,yes,yes,NA,3+,3+,3+,11-25,2.4097,1.7456
2018,USA,84000030,84006950,ISCED 3A,ISCED 3A,male,yes,yes,408.496,452.708,399.196,946.08196,yes,yes,NA,0,0,0,0-10,-2.5938,-0.296
2018,USA,84000030,84007010,ISCED 3A,ISCED 3A,male,yes,yes,367.081,257.691,319.768,1214.36261,yes,yes,NA,3+,3+,NA,0-10,0.5661,0.6613
2018,USA,84000030,84007131,less than ISCED1,less than ISCED1,female,yes,yes,422.89,511.321,474.114,1102.8932,no,no,NA,2,3+,3+,0-10,1.6022,-1.8636
2018,USA,84000030,84007396,ISCED 1,less than ISCED1,female,yes,yes,495.138,617.859,535.526,1102.8932,no,no,NA,1,1,2,11-25,-1.0013,-2.5209
2018,USA,84000030,84007919,ISCED 3A,ISCED 3A,male,yes,yes,667.258,716.1,612.23,946.08196,yes,yes,NA,3+,3+,3+,more than 500,2.524,0.4361
2018,USA,84000030,84007951,ISCED 3A,ISCED 3A,male,yes,yes,453.509,517.225,480.059,1214.36261,yes,yes,NA,3+,2,3+,11-25,0.9944,0.2653
2018,USA,84000030,84008190,ISCED 3A,ISCED 3A,male,yes,yes,467.825,454.208,450.006,1214.36261,yes,yes,NA,NA,3+,3+,11-25,0.6227,-0.0278
2018,USA,84000030,84008297,ISCED 2,ISCED 3A,female,yes,yes,477.766,549.577,457.973,1102.8932,yes,yes,NA,2,1,2,0-10,-0.4846,-1.1996
2018,USA,84000030,84008431,ISCED 3A,ISCED 3A,female,yes,yes,570.898,605.406,580.184,909.11212,yes,no,NA,2,2,2,26-100,-0.3731,0.2164
2018,USA,84000030,84008455,ISCED 3A,ISCED 3A,female,yes,yes,519.059,542.931,535.842,909.11212,yes,no,NA,3+,3+,2,26-100,0.7503,0.2649
2018,USA,84000030,84008585,ISCED 3A,ISCED 3A,male,yes,yes,607.496,620.22,603.008,1214.36261,yes,no,NA,1,2,2,0-10,-0.6792,0.1998
2018,USA,84000031,84000479,ISCED 3A,ISCED 3A,female,yes,yes,504.765,565.506,577.826,1148.00963,yes,yes,NA,3+,3+,2,101-200,1.1172,1.0353
2018,USA,84000031,84000984,ISCED 3A,ISCED 3A,female,yes,yes,604.142,695.775,636.007,1147.90917,yes,yes,NA,3+,3+,3+,101-200,1.0791,0.8998
2018,USA,84000031,84002401,ISCED 3A,ISCED 3A,male,yes,yes,673.951,688.576,687.363,1148.00963,yes,yes,NA,3+,3+,2,11-25,2.529,1.2686
2018,USA,84000031,84002835,ISCED 3A,ISCED 3A,female,yes,yes,524.071,563.012,464.585,1148.00963,yes,no,NA,3+,3+,2,26-100,1.1878,1.2116
2018,USA,84000031,84002947,ISCED 3A,ISCED 3A,male,yes,yes,600.572,623.366,688.457,1017.10907,yes,yes,NA,3+,2,2,11-25,0.6151,0.6545
2018,USA,84000031,84003056,ISCED 3A,ISCED 3A,male,yes,yes,507.631,551.175,543.126,1017.10907,yes,yes,NA,NA,1,2,11-25,-0.3386,0.2055
2018,USA,84000031,84003809,ISCED 3A,ISCED 3A,female,yes,yes,512.127,499.212,483.018,1148.00963,no,yes,NA,3+,3+,2,26-100,0.6319,-0.5873
2018,USA,84000031,84004896,ISCED 3A,ISCED 3A,male,yes,yes,477.405,437.113,472.67,1148.00963,yes,yes,NA,NA,3+,3+,26-100,0.9943,0.1234
2018,USA,84000031,84005272,ISCED 3A,ISCED 3A,male,yes,yes,533.964,585.369,550.044,1017.10907,no,yes,NA,3+,3+,3+,0-10,0.5019,-0.1214
2018,USA,84000031,84005796,ISCED 3A,ISCED 3A,female,yes,yes,571.045,558.668,531.417,1147.90917,yes,yes,NA,3+,3+,3+,11-25,1.2238,0.3101
2018,USA,84000031,84006257,ISCED 3A,ISCED 3A,male,yes,yes,529.045,523.478,561.273,1017.10907,yes,yes,NA,3+,3+,NA,26-100,1.2723,1.1487
2018,USA,84000031,84006268,ISCED 3A,ISCED 3A,male,yes,yes,510.118,571.687,556.078,1148.00963,yes,yes,NA,3+,3+,2,101-200,0.6904,0.6221
2018,USA,84000031,84007361,ISCED 3A,ISCED 3A,female,yes,yes,475.482,525.624,423.339,1148.00963,yes,yes,NA,3+,3+,2,11-25,0.666,-0.1001
2018,USA,84000031,84007368,NA,NA,male,NA,NA,518.678,548.86,512.379,1017.10907,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,USA,84000031,84008099,ISCED 3A,ISCED 3A,male,yes,yes,543.589,532.682,526.716,1017.10907,yes,yes,NA,1,3+,3+,11-25,0.6975,0.6677
2018,USA,84000031,84008275,ISCED 3A,ISCED 3A,female,yes,yes,459.921,609.026,628.71,1147.90917,yes,yes,NA,3+,2,3+,201-500,1.0995,1.4225
2018,USA,84000033,84001185,ISCED 3A,ISCED 3A,male,yes,yes,629.037,676.08,645.143,991.4961,yes,yes,NA,1,3+,2,more than 500,0.4143,1.6046
2018,USA,84000033,84001429,ISCED 3A,ISCED 3A,male,yes,yes,524.636,528.113,518.018,965.38314,yes,yes,NA,2,3+,3+,26-100,1.3099,1.4325
2018,USA,84000033,84001530,ISCED 3A,ISCED 3A,female,yes,yes,515.312,510.996,591.83,943.90554,yes,yes,NA,NA,3+,2,11-25,1.2081,0.6392
2018,USA,84000033,84001887,ISCED 2,ISCED 2,female,yes,yes,353.979,331.795,382.688,943.90554,yes,yes,NA,1,3+,3+,26-100,0.6443,0.3862
2018,USA,84000033,84001892,ISCED 3A,ISCED 3A,male,yes,yes,565.321,607.05,672.32,991.4961,yes,yes,NA,1,3+,1,26-100,-0.1995,0.9291
2018,USA,84000033,84001909,ISCED 3A,ISCED 2,female,no,yes,560.484,537.049,561.171,943.90554,yes,yes,NA,3+,1,2,11-25,-0.125,0.2283
2018,USA,84000033,84002430,ISCED 3A,ISCED 3A,female,yes,yes,523.38,616.696,581.935,943.90554,yes,no,NA,1,3+,3+,101-200,1.3609,1.5717
2018,USA,84000033,84003234,ISCED 3A,ISCED 3A,female,yes,yes,685.391,666.601,643.977,943.90554,yes,yes,NA,2,3+,3+,101-200,-0.0122,0.9548
2018,USA,84000033,84003494,ISCED 3A,ISCED 3A,male,yes,yes,579.343,612.86,592.631,965.38314,yes,yes,NA,3+,3+,NA,more than 500,1.2544,1.7299
2018,USA,84000033,84004213,ISCED 3A,ISCED 3A,male,yes,yes,427.982,440.683,439.387,991.4961,yes,yes,NA,3+,3+,3+,11-25,1.2555,0.5206
2018,USA,84000033,84004364,less than ISCED1,ISCED 3A,male,yes,yes,548.84,599.319,586.354,965.38314,yes,yes,NA,2,2,3+,26-100,-0.2431,-0.7735
2018,USA,84000033,84004643,ISCED 3A,ISCED 3A,male,yes,yes,525.933,488.216,506.592,965.38314,yes,yes,NA,1,3+,2,0-10,0.0421,0.5994
2018,USA,84000033,84004762,ISCED 3A,ISCED 3A,male,yes,yes,493.892,410.243,384.584,991.4961,yes,yes,NA,3+,3+,3+,201-500,4.2599,2.2358
2018,USA,84000033,84004949,ISCED 3A,ISCED 3A,male,yes,yes,365.232,358.716,337.091,991.4961,yes,yes,NA,3+,3+,3+,11-25,0.2547,-0.4327
2018,USA,84000033,84005201,ISCED 3A,ISCED 3A,male,yes,yes,532.851,532.935,568.095,991.4961,yes,yes,NA,3+,3+,3+,26-100,0.6876,0.6067
2018,USA,84000033,84005314,ISCED 3A,ISCED 3A,female,yes,yes,675.171,705.935,761.352,943.90554,no,no,NA,2,3+,2,26-100,0.7202,0.7873
2018,USA,84000033,84005522,ISCED 3A,ISCED 3A,male,yes,yes,640.143,733.606,673.612,991.4961,yes,yes,NA,0,2,2,201-500,-0.1844,1.0919
2018,USA,84000033,84006153,ISCED 3A,ISCED 3A,male,yes,yes,518.252,610.72,592.47,991.4961,yes,yes,NA,2,1,1,0-10,-1.3847,-1.4616
2018,USA,84000033,84007081,ISCED 3A,ISCED 3A,female,yes,yes,443.073,566.009,439.439,943.90554,no,yes,NA,3+,3+,3+,0-10,1.2555,0.5876
2018,USA,84000033,84007567,ISCED 3A,ISCED 3A,female,yes,yes,560.568,621.677,568.305,1125.41615,yes,yes,NA,2,3+,2,101-200,0.5308,1.2776
2018,USA,84000033,84008415,ISCED 3A,ISCED 3A,male,yes,yes,652.976,724.86,681.897,965.38314,yes,no,NA,2,2,3+,26-100,0.3209,0.3542
2018,USA,84000033,84008460,ISCED 3A,ISCED 3A,female,yes,yes,522.856,518.249,536.396,943.90554,yes,yes,NA,2,3+,2,26-100,0.5077,0.8127
2018,USA,84000033,84008593,ISCED 3A,ISCED 3A,female,yes,yes,646.735,681.292,731.095,943.90554,yes,yes,NA,2,3+,2,201-500,0.4802,0.9545
2018,USA,84000034,84000004,ISCED 3A,ISCED 3A,male,no,yes,485.461,607.632,564.127,1156.87705,yes,yes,NA,2,3+,3+,26-100,0.0795,-0.2666
2018,USA,84000034,84000059,ISCED 1,ISCED 3A,male,no,yes,371.8,413.189,518.214,1422.37071,NA,yes,NA,3+,0,2,11-25,-0.4414,-1.376
2018,USA,84000034,84000406,ISCED 3A,ISCED 3A,male,yes,yes,357.279,445.487,411.446,1422.37071,yes,yes,NA,3+,1,1,11-25,-1.0351,-1.2477
2018,USA,84000034,84000501,ISCED 1,less than ISCED1,male,no,yes,402.615,326.393,398.946,1156.87705,yes,yes,NA,3+,1,2,0-10,-0.5654,-2.4929
2018,USA,84000034,84000720,ISCED 3A,ISCED 3A,female,yes,yes,352.624,397.999,440.238,1075.14118,no,yes,NA,3+,1,2,11-25,-0.3213,-0.3084
2018,USA,84000034,84000750,ISCED 2,ISCED 2,male,no,yes,298.479,242.512,281.19,1156.87705,yes,yes,NA,3+,2,NA,11-25,0.6915,-0.2945
2018,USA,84000034,84000790,ISCED 3A,ISCED 3A,female,no,yes,270.248,315.516,312.3,1075.14118,no,yes,NA,3+,3+,3+,0-10,0.6062,-0.5931
2018,USA,84000034,84000870,ISCED 3A,ISCED 3A,female,yes,yes,374.066,351.188,373.212,1135.93698,no,yes,NA,3+,2,1,more than 500,-0.1783,0.3766
2018,USA,84000034,84001508,ISCED 3A,ISCED 3A,male,no,yes,534.197,514.878,530.183,1422.37071,no,no,NA,3+,0,NA,0-10,-1.6179,-1.5006
2018,USA,84000034,84001879,ISCED 3A,ISCED 3A,male,no,yes,529.641,478.52,539.968,1156.87705,yes,yes,NA,3+,1,2,0-10,-0.2573,-1.4662
2018,USA,84000034,84001962,ISCED 3A,ISCED 3A,female,no,yes,521.075,562.91,508.289,1135.93698,no,yes,NA,2,0,1,11-25,-1.1178,-1.8161
2018,USA,84000034,84003158,ISCED 3A,ISCED 2,male,no,yes,428.836,509.028,543.532,1156.87705,yes,yes,NA,3+,0,2,0-10,-0.4414,-1.5334
2018,USA,84000034,84003291,ISCED 3A,ISCED 3A,female,yes,yes,408.932,544.523,497.508,1075.14118,yes,yes,NA,3+,3+,2,201-500,1.2592,0.2231
2018,USA,84000034,84003315,ISCED 3A,ISCED 2,female,yes,yes,401.969,462.969,505.791,1135.93698,yes,yes,NA,3+,3+,2,11-25,0.6319,0.2738
2018,USA,84000034,84003400,ISCED 3A,ISCED 3A,female,no,yes,431.561,508.622,486.626,1075.14118,yes,yes,NA,3+,1,0,26-100,-0.9841,-0.1739
2018,USA,84000034,84003689,ISCED 3A,ISCED 3A,male,yes,yes,448.005,557.637,544.367,1156.87705,yes,yes,NA,3+,3+,3+,11-25,0.2354,-0.0305
2018,USA,84000034,84004612,ISCED 2,ISCED 2,male,yes,yes,395.923,391.773,457.468,1156.87705,yes,yes,NA,3+,3+,3+,11-25,2.4097,2.0096
2018,USA,84000034,84004929,ISCED 1,ISCED 1,male,NA,yes,404.04,288.566,277.477,1156.87705,yes,yes,NA,3+,1,2,0-10,-0.5642,-2.6459
2018,USA,84000034,84005240,ISCED 3A,ISCED 2,female,yes,yes,310.096,378.855,347.24,1075.14118,no,yes,NA,1,1,1,11-25,-0.6927,-0.2703
2018,USA,84000034,84005271,ISCED 2,ISCED 3A,female,yes,yes,480.168,426.773,504.164,1075.14118,no,yes,NA,3+,2,1,0-10,-0.735,-0.9556
2018,USA,84000034,84006122,ISCED 2,ISCED 3A,female,no,no,427.726,536.211,470.136,1075.14118,no,yes,NA,2,0,2,0-10,-1.4961,-0.5417
2018,USA,84000034,84006148,ISCED 3A,ISCED 3A,female,no,yes,256.704,303.793,308.553,1075.14118,yes,yes,NA,3+,0,0,11-25,-1.3816,-0.5881
2018,USA,84000034,84006285,ISCED 2,ISCED 2,male,yes,yes,402.067,461.225,443.002,1156.87705,yes,yes,NA,3+,1,3+,11-25,-0.1522,-1.6577
2018,USA,84000034,84006689,ISCED 3A,ISCED 2,male,yes,yes,396.08,490.043,462.273,1156.87705,yes,no,NA,3+,3+,3+,26-100,2.1245,1.4706
2018,USA,84000034,84006787,ISCED 1,ISCED 3A,female,no,yes,372.184,422.46,365.26,1075.14118,no,yes,NA,3+,0,0,11-25,-1.2008,-0.8526
2018,USA,84000034,84007089,ISCED 3A,ISCED 3A,male,yes,yes,499.71,421.22,484.962,1156.87705,yes,yes,NA,3+,2,2,11-25,0.6479,0.6613
2018,USA,84000034,84007380,ISCED 3A,ISCED 3A,male,no,no,336.779,324.359,376.515,1156.87705,no,no,NA,2,0,NA,0-10,-2.3229,-1.3926
2018,USA,84000034,84007627,ISCED 3A,ISCED 3A,female,yes,yes,372.359,345.347,447.644,1075.14118,no,yes,NA,3+,2,1,0-10,-0.1783,-1.3963
2018,USA,84000034,84007659,ISCED 3A,ISCED 3A,male,yes,yes,495.547,575.69,563.774,1156.87705,no,yes,NA,3+,1,2,0-10,-0.3684,-0.062
2018,USA,84000034,84007887,ISCED 3A,ISCED 3A,female,yes,yes,452.246,557.456,549.283,1075.14118,no,yes,NA,3+,1,3+,0-10,0.2135,0.0722
2018,USA,84000034,84007984,ISCED 3A,ISCED 3A,male,yes,yes,306.986,274.306,274.134,1156.87705,no,yes,NA,3+,1,1,0-10,-0.7031,-1.4983
2018,USA,84000035,84001102,ISCED 3A,ISCED 2,female,no,yes,457.574,563.337,564.938,540.11366,yes,yes,NA,2,0,NA,201-500,-1.7697,-0.7039
2018,USA,84000035,84001186,ISCED 3A,ISCED 3A,female,yes,yes,560.62,664.341,630.03,540.11366,yes,yes,NA,3+,2,2,11-25,0.3183,0.3712
2018,USA,84000035,84001344,ISCED 3A,ISCED 3A,male,yes,yes,487.105,481.428,542.511,553.83083,yes,yes,NA,3+,2,1,11-25,0.0651,0.8498
2018,USA,84000035,84001914,ISCED 3A,ISCED 3A,female,yes,yes,434.65,548.15,532.913,540.11366,yes,yes,NA,3+,3+,2,more than 500,0.6324,1.0716
2018,USA,84000035,84002108,ISCED 3A,ISCED 3A,female,yes,yes,491.576,548.216,591.851,540.11366,no,yes,NA,3+,3+,3+,26-100,1.2156,0.3389
2018,USA,84000035,84002152,ISCED 3A,ISCED 3A,female,yes,yes,483.457,582.378,548.261,540.11366,yes,yes,NA,3+,3+,2,0-10,1.2183,0.6305
2018,USA,84000035,84002474,ISCED 3A,ISCED 3A,female,yes,yes,265.306,303.999,325.205,540.11366,no,no,NA,3+,2,2,201-500,-0.3041,0.0892
2018,USA,84000035,84002911,ISCED 3A,ISCED 3A,male,yes,yes,444.207,462.218,459.982,553.83083,yes,yes,NA,3+,3+,2,26-100,0.2121,-0.708
2018,USA,84000035,84002988,ISCED 2,ISCED 3A,male,yes,yes,489.881,444.089,490.607,613.23325,no,yes,NA,3+,3+,1,11-25,0.5097,-0.4693
2018,USA,84000035,84002996,ISCED 3A,ISCED 3A,female,no,yes,549.285,620.387,635.937,620.05842,no,yes,NA,3+,1,3+,26-100,0.1161,0.4797
